TITLE	Myoglobin 3M Urea chemische denaturierung
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/07/12
TIME	11:37:54
SPECTROMETER/DATA SYSTEM	
LOCALE	1031
RESOLUTION	
DELTAX	-0,1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	HT [V]
Y3UNITS	ABSORBANCE
FIRSTX	  250,0000
LASTX	  208,0000
NPOINTS	     421
FIRSTY	     0,75985
MAXY	     0,75985
MINY	   -30,14626
XYDATA
208,0000	-23,6863	494,82	2,87897

##### Extended Information
[Comments]
Sample name	Myoglobin 3M Urea chemische denaturierung
Comment	Myoglobin 3M Urea chemische denaturierung
User
Division
Company	Univ. Bayreuth

[Detailed Information]
Creation date	12.07.2018 11:37

Data array type	Linear data array * 3
Horizontal axis	Wavelength [nm]
Vertical axis(1)	CD [mdeg]
Vertical axis(2)	HT [V]
Vertical axis(3)	Abs
Start	250 nm
End	208 nm
Data interval	0,1 nm
Data points	421     

[Measurement Information]
Instrument Name	Univ. Bayreuth
Model Name	J-815
Serial No.	A017361168

Accessory	PTC-423S
Accessory S/N	A008461181
  Temperature	30.50 C
  Control Sonsor	Holder
  Monitor Sensor	Holder
  Start Mode	Keep target temperature +/-0.10 deg C while 5 seconds
  Cell Length	10 mm

Measurement date	12.07.2018 11:37

Photometric Mode	CD, HT, Abs
Measure Range	250 - 208 nm
Data pitch	0.1 nm
Sensitivity	Standard
D.I.T.	0.5 sec
Bandwidth	3.41 nm
Start Mode	Immediately
Scanning Speed	100 nm/min
Baseline Correction	None
Shutter Control	Auto
CD Detector	PMT
PMT Voltage	Auto
Accumulations	3

